 Видеокарты pcie16 от GTX1050 до GTX1080Ti,9 500 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/videokarty_pcie16_ot_gtx1050_do_gtx1080ti_1591497970?slocation=653240
 Майнинг Ферма KFA2-1060 OC 6шт (146Mh/s) (SAMSUNG),114 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/mayning_ferma_kfa2-1060_oc_6sht_146mhs_samsung_1342045496?slocation=653240
 Asus GeForce GTX 1080 Ti Strix O11G-OC Распродажа,49 900 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/asus_geforce_gtx_1080_ti_strix_o11g-oc_rasprodazha_1481838578?slocation=653240
 Palit GTX 1070 gamerock,30 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/palit_gtx_1070_gamerock_1460217041
 Майнинг ферма Sapphire Nitro+ RX 470 8gb SAMSUNG,105 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/mayning_ferma_sapphire_nitro_rx_470_8gb_samsung_1037196664?slocation=653240
 Palit 1070 гарантия,25 500 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/palit_1070_garantiya_1281849347?slocation=653240
" Райзеры. Бесплатная доставка по спб за 1,5 часа",289 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/rayzery._besplatnaya_dostavka_po_spb_za_15_chasa_1524679040?slocation=653240
 Риг Asus ROG Strix RX470 8 gb,125 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/rig_asus_rog_strix_rx470_8_gb_1513577897?slocation=653240
 Nvidia quadro fx570,999 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/nvidia_quadro_fx570_812129820
 Xfx(ghost) AMD Radeon HD 7770 Series,2 800 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/xfxghost_amd_radeon_hd_7770_series_1325971268
 Nvidia Asus Gt 740-OC-Gddr5-2gb,3 200 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/nvidia_asus_gt_740-oc-gddr5-2gb_1447488147
 Райзер pci-e,400 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/rayzer_pci-e_928958042
 Asus GTX-750TI-OC-2GB DDR5 128bit,5 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/asus_gtx-750ti-oc-2gb_ddr5_128bit_1412226594?slocation=653240
 Msi geforce gtx 960 gaming 4gb,9 500 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/msi_geforce_gtx_960_gaming_4gb_1158230839?slocation=653240
 Видеокарта Gigabyte GeForce GTX 1060 3gb DDR5,15 000 р.,05_16_2018,/sankt-peterburg_pushkin/tovary_dlya_kompyutera/videokarta_gigabyte_geforce_gtx_1060_3gb_ddr5_1313952404
 7300 gt AGP,500 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/7300_gt_agp_1506607410?slocation=653240
 Видеокарта ati radeon r9200l,300 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/videokarta_ati_radeon_r9200l_1706160594
 Nvidia GeForce4,300 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/nvidia_geforce4_995456653
 Видеокарты asus,1 500 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/videokarty_asus_1046289826
 Конвертор hdmi / VGA активный + выход звука,750 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/konvertor_hdmi_vga_aktivnyy_vyhod_zvuka_1300170873
" Gtx 1080Ti (Aorus Xtreme, Palit)",50 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/gtx_1080ti_aorus_xtreme_palit_1360439214
 Две видеокарты AGP интерфейса 256 Мб,180 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/dve_videokarty_agp_interfeysa_256_mb_1694560311
 Asus R9 270x 4Gb,7 500 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/asus_r9_270x_4gb_1017404383
 Radeon RX 580 8Gb Gigabyte (GV-RX580gaming-8GD),25 400 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/radeon_rx_580_8gb_gigabyte_gv-rx580gaming-8gd_1452456517
 Gigabyte GTX 570 1248mb,3 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/gigabyte_gtx_570_1248mb_1135946227
 Видеокарта Sapphire AMD Radeon RX 560 4Gb 2 штуки,8 500 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/videokarta_sapphire_amd_radeon_rx_560_4gb_2_shtuki_1316017588
 Видеокарта,500 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/videokarta_1648193375?slocation=653240
 Palit Nvidia GTX1060 6144Mb,13 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/palit_nvidia_gtx1060_6144mb_1226899221
 Nvidia GTX 295 x2 видеокарта на запчасти,700 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/nvidia_gtx_295_x2_videokarta_na_zapchasti_1137388014
" Asus GTX 1050, dual-GTX1050-O2G-V2, 2гб Новая",8 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/asus_gtx_1050_dual-gtx1050-o2g-v2_2gb_novaya_1242137498
 MSI 1050 Ti,11 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/msi_1050_ti_1589829988
 Видеокарта Gigabyte GTX 750Ti 4Gb,6 600 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/videokarta_gigabyte_gtx_750ti_4gb_1555877805?slocation=653240
" Nvidia GeForce 210, 512MB DDR3",400 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/nvidia_geforce_210_512mb_ddr3_1017109560?slocation=653240
 Видеокарта asus GTX760 2Gb DirectCU II,6 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/videokarta_asus_gtx760_2gb_directcu_ii_1686915346
 Ферма для майнинга 1080 TI,390 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/ferma_dlya_mayninga_1080_ti_1704752504
 MSI GeForce GTX 1080 Ti Gaming X 11G,50 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/msi_geforce_gtx_1080_ti_gaming_x_11g_1396162773
 Видеокарта gigabyte gtx 770,8 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/videokarta_gigabyte_gtx_770_1273869184?slocation=653240
 Palit GP104-100 4GB nebp104117G2-1045D GTX1070,35 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/palit_gp104-100_4gb_nebp104117g2-1045d_gtx1070_1449576466
 MSI gtx 660 ti hawk,5 500 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/msi_gtx_660_ti_hawk_1376310458?slocation=653240
 Видеокарта asus GeForce 8400 GS 512 Mb DDR2,1 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/videokarta_asus_geforce_8400_gs_512_mb_ddr2_1241496686?slocation=653240
 Radeon HD5450,1 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/radeon_hd5450_1702030570?slocation=653240
 Видеокарта r7 250,1 000 р.,05_16_2018,/sankt-peterburg/tovary_dlya_kompyutera/videokarta_r7_250_1510587688
